,start,end,x,y,bezit,code
356,2586.5144954098,2591.2663194532997,3,2,NEC,Nothing
357,2588.2663194532997,2592.1062392769,3,3,NEC,Nothing
358,2589.1062392769,2595.9147148639004,2,3,NEC,Nothing
359,2592.9147148639004,2598.6505558677,1,3,NEC,Nothing
360,2595.6505558677,2608.4741871889,1,4,NEC,Nothing
361,2605.4741871889,2611.2661187776002,2,4,NEC,Nothing
362,2608.2661187776002,2613.3780970633998,2,3,NEC,Nothing
363,2611.0099774481,2615.2099910379998,1,2, TEG,Nothing
364,2612.2099910379998,2620.5544218086998,2,2, TEG,Nothing
365,2624.1224488501,2630.8902115162,1,2,NEC,Nothing
366,2627.8902115162,2631.154265934,2,1,NEC,Nothing
367,2628.154265934,2635.8420094273,2,2,NEC,Nothing
368,2632.8420094273,2640.9624370906,3,2,NEC,Nothing
369,2637.9624370906,2644.2103008444,2,2,NEC,Nothing
370,2641.2103008444,2661.7178895683,1,2,NEC,Nothing
371,2659.3863675195003,2664.4823394594,3,1, TEG,Nothing
372,2661.4823394594,2667.5861428085,2,2, TEG,Nothing
373,2670.6184386398,2676.6583403821,2,4,NEC,Nothing
374,2684.2303359876,2697.1099244786,1,4,NEC,Nothing
375,2694.1099244786,2699.6904006544,2,4,NEC,Nothing
376,2696.6904006544,2703.1301760720003,3,4,NEC,Nothing
377,2700.1301760720003,2711.8906703498,2,3,NEC,Nothing
378,2708.8906703498,2715.7625600475,1,4,NEC,Nothing
379,2713.5384728198,2717.8903504885,2,2, TEG,Nothing
380,2716.6823048836,2725.7464169545,2,3,NEC,Nothing
381,2722.7464169545,2732.9700848015,2,2,NEC,Nothing
382,2731.4586172485,2736.0265098459,3,2, TEG,Nothing
383,2735.330408728,2743.6422209275,1,3,NEC,Nothing
384,2740.6422209275,2748.4742298229003,1,4,NEC,Nothing
385,2745.4742298229003,2754.905988192,3,4,NEC,Nothing
386,2751.905988192,2756.8824480304997,2,4,NEC,Nothing
387,2755.7062827678997,2761.5781661229,2,2, TEG,Nothing
388,2758.5781661229,2770.4416961397997,1,2, TEG,Nothing
389,2767.4416961397997,2771.2785616339,2,2, TEG,Nothing
390,2771.2785624339003,2777.2183745496004,2,2, TEG,Nothing
391,2774.2183745496004,2778.0583453515997,3,2, TEG,Nothing
392,2775.0583453515997,2784.3220516471,2,1, TEG,Nothing
393,2781.3220516471,2788.6265878237,2,2, TEG,Nothing
394,2785.6265878237,2793.3783317396997,2,1, TEG,Nothing
395,2790.3783317396997,2796.4901740677,3,2, TEG,Nothing
396,2793.4901740677,2800.9065305653003,2,2, TEG,Nothing
397,2797.9065305653003,2805.6823063633,1,3, TEG,Nothing
398,2802.6823063633,2806.9227550208,2,3, TEG,Nothing
399,2807.0345030374,2814.1703590081,2,2,NEC,Nothing
400,2811.1703590081,2824.7861392569002,1,3,NEC,Nothing
401,2821.7861392569002,2832.8023685324,1,2,NEC,Nothing
402,2829.8023685324,2834.9303269634,2,3,NEC,Nothing
403,2831.9303269634,2840.4740546157,1,3,NEC,Nothing
404,2842.5542558990996,2849.2901263932,2,1, TEG,Nothing
405,2846.2901263932,2853.4099780219,3,1, TEG,Nothing
406,2850.4099780219,2855.4903383009996,3,3, TEG,Nothing
407,2853.7782372326,2858.2422723559002,1,3,NEC,Nothing
408,2855.2422723559002,2864.3219467042,2,2,NEC,Nothing
409,2863.0823899547,2868.6181907803,2,2, TEG,Nothing
410,2964.2686331728996,2970.9964369151003,2,2,NEC,Nothing
411,2968.9164840904,2976.5562506327,2,2, TEG,Nothing
412,2973.5562506327,2982.5962763106,2,1, TEG,Nothing
413,2979.5962763106,2986.8680142831,2,3, TEG,Nothing
414,2983.8680142831,2991.4202738735,2,2, TEG,Nothing
415,2988.4202738735,3001.6358807312,3,3, TEG,Nothing
416,2998.6358807312,3004.6044854887,3,4, TEG,Nothing
417,3002.1726136053003,3010.2522352783003,2,1,NEC,Nothing
418,3007.2522352783003,3016.2682553342997,2,2,NEC,Nothing
419,3014.108144564,3018.9881128665997,2,2, TEG,Nothing
420,3015.9881128665997,3020.0200468779,2,1, TEG,Nothing
421,3020.0200476778996,3025.5398383145002,2,1, TEG,Nothing
422,3022.5398383145002,3029.3642578175,1,2, TEG,Nothing
423,3026.7081610731,3037.0678582805,2,2,NEC,Nothing
424,3034.0678582805,3040.6284800337,1,3,NEC,Nothing
425,3043.7482291592,3055.6765954275,1,4,NEC,Nothing
426,3052.6765954275,3062.8843507733,2,4,NEC,Nothing
427,3060.8602790256,3067.8280887765004,1,2, TEG,Nothing
428,3064.8280887765004,3073.4278659719002,2,3, TEG,Nothing
429,3070.4278659719002,3075.8766215314004,2,4, TEG,Nothing
430,3074.5085629726,3083.2203297315004,2,1,NEC,Nothing
431,3080.2203297315004,3096.468411946,2,3,NEC,Nothing
432,3117.475321275,3125.6844498535997,2,3,NEC,Nothing
433,3122.6844498535997,3129.1402963571004,2,4,NEC,Nothing
434,3128.7407113736,3136.1003169275,2,1, TEG,Nothing
435,3133.1003169275,3141.9001312841997,2,2, TEG,Nothing
436,3138.9001312841997,3148.4042790845,3,3, TEG,Nothing
437,3174.9074246769,3181.0272305969,3,3, TEG,Nothing
438,3178.0272305969,3183.6685231551,2,4, TEG,Nothing
439,3180.6685231551,3198.2358370619,2,3, TEG,Nothing
440,3195.2358370619,3204.9964478179,1,4, TEG,Nothing
441,3217.027801718,3224.6115298186,1,4, TEG,Nothing
442,3221.6115298186,3228.4365049559997,2,4, TEG,Nothing
443,3225.4365049559997,3230.6044338857,2,3, TEG,Nothing
444,3228.9084074316997,3239.2364112959003,1,2,NEC,Nothing
445,3236.2364112959003,3245.3241077599,1,3,NEC,Nothing
446,3242.3241077599,3252.0603923284,1,2,NEC,Nothing
447,3249.0603923284,3252.8922440355,2,3,NEC,Nothing
448,3251.0442784158004,3258.6841487504,3,2, TEG,Nothing
449,3263.6844553828996,3269.9642213298,3,2, TEG,Nothing
450,3266.9642213298,3271.8846687159003,2,2, TEG,Nothing
451,3268.8846687159003,3279.5642382472997,1,2, TEG,Nothing
