,start,end,x,y,bezit,code
319,1986.5922693184,1996.8949424894001,2,4, TEG,Nothing
320,2001.3323108962,2025.0433956688,2,1,NEC,Nothing
321,2022.0433956688,2030.7666385484,2,3,NEC,Nothing
322,2027.7666385484,2033.6226866521,2,2,NEC,Nothing
323,2030.6226866521,2039.0464639163001,3,3,NEC,Nothing
324,2036.0464639163001,2044.3151086775,3,4,NEC,Nothing
325,2041.3151086775,2047.4270628019,2,4,NEC,Nothing
326,2044.4270628019,2053.0080907429997,1,4,NEC,Nothing
327,2050.0080907429997,2066.7409847323,2,3,NEC,Nothing
328,2063.7409847323,2071.7329663438,1,4,NEC,Nothing
329,2068.7329663438,2074.8928552641,2,4,NEC,Nothing
330,2082.7514446253,2095.3190280502,1,4,NEC,Nothing
331,2092.3190280502,2104.140251588,2,4,NEC,Nothing
332,2110.1879389637,2128.4513254726003,2,1, TEG,Nothing
333,2125.4513254726003,2130.6619783747,1,3, TEG,Nothing
334,2130.517892753,2134.9818177818,2,2,NEC,Nothing
335,2131.9818177818,2138.0377130149,1,2,NEC,Nothing
336,2135.0377130149,2148.0977313337,1,3,NEC,Nothing
337,2146.1366550428,2154.7123471367,2,2, TEG,Nothing
338,2151.7123471367,2164.240149687,2,1, TEG,Nothing
339,2163.2204592247,2176.8360099768,2,2,NEC,Nothing
340,2173.8360099768,2178.5688566838,1,4,NEC,Nothing
341,2176.8810091031,2183.4646329577,3,1, TEG,Nothing
342,2189.349397443,2202.1409008984,1,4,NEC,Nothing
343,2199.1409008984,2205.5847523325,2,4,NEC,Nothing
344,2203.5607583682,2206.8647544621,3,1, TEG,Nothing
345,2203.8647544621,2211.7526347456,3,2, TEG,Nothing
346,2209.6475957485,2215.0235574895,1,3,NEC,Nothing
347,2212.0235574895,2222.1113074014997,1,4,NEC,Nothing
348,2240.9303818692997,2251.7220606956,1,4,NEC,Nothing
349,2248.7220606956,2255.1516808582,2,4,NEC,Nothing
350,2252.1516808582,2261.5754540826997,1,3,NEC,Nothing
351,2275.4253346455,2286.9048989335,1,3,NEC,Nothing
352,2283.9048989335,2300.6038712925,2,4,NEC,Nothing
353,2297.6038712925,2303.2437662088,2,3,NEC,Nothing
354,2300.2437662088,2307.7875634404,1,3,NEC,Nothing
355,2304.7875634404,2316.491377778,2,4,NEC,Nothing
356,2317.0874007156,2326.0870394742,1,3,NEC,Nothing
357,2323.5909180804997,2327.5326372105,3,1, TEG,Nothing
358,2324.5326372105,2330.7885339088,3,2, TEG,Nothing
359,2327.7885339088,2334.996494811,2,2, TEG,Nothing
360,2331.996494811,2342.8280560063,1,2, TEG,Nothing
361,2339.8280560063,2348.1602964594,2,2, TEG,Nothing
362,2346.8481863270003,2354.7439252921,2,3,NEC,Nothing
363,2351.7439252921,2379.2424045889998,2,2,NEC,Nothing
364,2376.2424045889998,2384.6882852402,1,2,NEC,Nothing
365,2381.6882852402,2400.5404750237,2,2,NEC,Nothing
366,2397.5404750237,2402.6122535381,2,3,NEC,Nothing
367,2408.6417374618,2432.5849810584,2,2, TEG,Nothing
368,2429.5849810584,2436.7067678137,2,3, TEG,Nothing
369,2434.8105916813,2440.2666025,2,2,NEC,Nothing
370,2437.8105127593,2446.2479838502,2,3, TEG,Nothing
371,2443.2479838502,2450.8476759444,1,3, TEG,Nothing
372,2447.8476759444,2457.4796266313,1,4, TEG,Nothing
373,2479.6834142753,2485.9154138755,1,4, TEG,Nothing
374,2482.9154138755,2486.4612469972,2,4, TEG,Nothing
375,2485.8051579535,2497.5723993221,2,1,NEC,Nothing
376,2494.5723993221,2498.1884393656,2,2,NEC,Nothing
377,2495.1884393656,2502.8201487915,1,2,NEC,Nothing
378,2499.8201487915,2508.4760042396,1,3,NEC,Nothing
379,2505.9398426351,2511.0413821815,3,2, TEG,Nothing
380,2508.0413821815,2515.9131981592,2,2, TEG,Nothing
381,2513.7851514203,2520.6009893108,2,2,NEC,Nothing
382,2517.6009893108,2523.0210818292003,3,2,NEC,Nothing
383,2520.0210818292003,2526.8290166875,3,3,NEC,Nothing
384,2523.8290166875,2532.6209523794,2,2,NEC,Nothing
385,2529.6209523794,2538.6195369235998,1,2,NEC,Nothing
386,2535.6195369235998,2540.4913795079,2,3,NEC,Nothing
387,2538.8432091247,2544.936971651,2,2, TEG,Nothing
388,2542.6568499928,2549.600785945,2,3,NEC,Nothing
389,2546.600785945,2571.1658117332,1,3,NEC,Nothing
390,2576.9051437978,2586.8135841292,3,2, TEG,Nothing
391,2596.2690848724,2605.8769491842,3,3, TEG,Nothing
392,2603.7846087036,2614.584281823,2,2,NEC,Nothing
393,2612.1841397017997,2617.7720520845,2,2, TEG,Nothing
394,2615.5560918928,2620.9640491131,2,3,NEC,Nothing
395,2617.9640491131,2624.563734154,3,3,NEC,Nothing
396,2621.563734154,2627.7716498414998,3,4,NEC,Nothing
397,2624.7716498414998,2637.3310114604,2,4,NEC,Nothing
398,2639.8487759567,2650.2166011001,1,4,NEC,Nothing
399,2647.2166011001,2657.1971935494,2,4,NEC,Nothing
400,2665.6290199921,2680.3084869051,2,1, TEG,Nothing
401,2677.3084869051,2682.2297355583,1,3, TEG,Nothing
402,2679.2297355583,2687.9495727065,1,2, TEG,Nothing
403,2684.9495727065,2693.8853508541,2,3, TEG,Nothing
404,2690.8853508541,2714.2375973825,3,4, TEG,Nothing
405,2722.3170733148,2736.1887829981,3,4, TEG,Nothing
406,2733.1887829981,2742.3271130397,2,4, TEG,Nothing
407,2739.3271130397,2744.7912082568,3,4, TEG,Nothing
408,2766.9835076105,2775.7883752979997,2,2,NEC,Nothing
409,2772.7883752979997,2780.1631435254,3,2,NEC,Nothing
410,2777.1631435254,2786.8507562790996,2,2,NEC,Nothing
411,2783.8507562790996,2793.1352934662,3,2,NEC,Nothing
412,2799.375146466,2804.6308180696997,1,3, TEG,Nothing
413,2801.6308180696997,2808.1239105677,2,3, TEG,Nothing
414,2805.9640200341996,2814.7904663469,2,2,NEC,Nothing
415,2812.5718250069,2817.0091084868,1,2,NEC,Nothing
416,2814.7904671469,2824.3847752473,2,2,NEC,Nothing
417,2821.3847752473,2831.0863151948997,1,2,NEC,Nothing
418,2828.0863151948997,2832.7422184609004,2,1,NEC,Nothing
419,2832.0301787199,2846.8033291015004,2,2,NEC,Nothing
420,2843.8033291015004,2851.4006635915002,1,3,NEC,Nothing
421,2848.4006635915002,2856.5044850417,1,4,NEC,Nothing
422,2853.5044850417,2857.5673665558,2,4,NEC,Nothing
423,2854.5673665558,2862.4310964009,2,3,NEC,Nothing
424,2859.4310964009,2872.8439383990003,3,4,NEC,Nothing
425,2871.5479451224,2883.9156509893,2,2, TEG,Nothing
426,2895.3635426014002,2906.7711359258,2,3,NEC,Nothing
427,2903.7711359258,2910.7336156265,1,4,NEC,Nothing
428,2910.7336164265002,2932.5469821064003,1,4,NEC,Nothing
429,2929.5469821064003,2935.5869551433,2,4,NEC,Nothing
430,2933.0827922525,2945.1609006348,2,2, TEG,Nothing
431,2961.7203085998,2970.3360301189,1,3, TEG,Nothing
432,2967.3360301189,2973.7042316907,2,3, TEG,Nothing
433,2970.7042316907,2977.0401750208002,3,3, TEG,Nothing
434,2974.0401750208002,2981.4799063481,2,3, TEG,Nothing
435,2978.4799063481,2985.5519174952,2,4, TEG,Nothing
436,2984.2879310532003,2992.6798138315003,2,1,NEC,Nothing
437,2989.6798138315003,3000.3488347966,2,2,NEC,Nothing
438,2997.3488347966,3003.2047054363,1,2,NEC,Nothing
439,3001.3540947376,3006.3138385284997,3,2, TEG,Nothing
440,3008.6894744719,3016.0229287836,1,3,NEC,Nothing
441,3013.0229287836,3020.9907027274,2,4,NEC,Nothing
442,3036.314341692,3050.5699253308003,2,1, TEG,Nothing
443,3047.5699253308003,3052.9499590068,2,3, TEG,Nothing
444,3050.8459210776,3061.5976561792,1,2,NEC,Nothing
445,3058.5976561792,3065.5307927803997,3,3,NEC,Nothing
446,3062.5307927803997,3067.5706899208003,2,3,NEC,Nothing
447,3066.3387628611,3075.7705280603996,2,1, TEG,Nothing
448,3072.7705280603996,3076.3832353006,2,2, TEG,Nothing
449,3073.3832353006,3082.2152603094,3,2, TEG,Nothing
450,3079.2152603094,3089.9269156014,3,3, TEG,Nothing
451,3088.5080495279,3096.5158467534,2,1,NEC,Nothing
452,3093.5158467534,3102.5957366621,2,3,NEC,Nothing
453,3109.4882692215,3115.0002218982,2,2,NEC,Nothing
454,3112.0002218982,3122.3972416401,3,2,NEC,Nothing
