;start;end;code;label.0;label.1;label.2;label.3;label.4;label.5;label.6;label.7;label.8;label.9;label.10;label.11;label.12;label.13;label.14;label.15;label.16;label.17;label.18;label.19;label.20;label.21;label.22;label.23;label.24;label.25;label.26;label.27;label.28;label.29;label.30;label.31;label.32;label.33;label.34;label.35;label.36;label.37;label.38;label.39;label.40;label.41;label.42;label.43;label.44;label.45;label.46;label.47;label.48;label.49;label.50;label.51;label.52;label.53;label.54;label.55;label.56;label.57;label.58;label.59;label.60;label.61;label.62;label.63;label.64;label.65;label.66;label.67;label.68;label.69;label.70;label.71
202;4.630.668.463.096;4.974.591.817.893;OPB. Lange pass NEC;['Aanvallen NEC', 'Lange pass'];['Naar zone', 'L2 NEC'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'b6a6aeaf67e640fe9eb72d888ba046f9'];['Naar speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Naar zone', 'L3 NEC'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Naar speler', 'gAAAAABYrzOUOTRugGK4u8cjcl60I8vjDVJstq7eg1TC3R8eeT4TKcubEQWcFxEppjQ7AvbZhcdnr1yLTAHw184kNAHQ1Vr2rw=='];['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Naar speler', '9c22deb258fa4a55bb736b89a40004d5'];['Van speler', 'gAAAAABYrzOUOTRugGK4u8cjcl60I8vjDVJstq7eg1TC3R8eeT4TKcubEQWcFxEppjQ7AvbZhcdnr1yLTAHw184kNAHQ1Vr2rw=='];['Naar zone', 'M2 NEC'];['Naar speler', 'feaf75270e9c46178b6b36507d9576da'];['Van speler', '9c22deb258fa4a55bb736b89a40004d5'];['Naar speler', 'gAAAAABYrzOViQ5bQbZkXvcGYeCP26pkycVHvEX9hKy1nUCyuefXEY9HKEgCE7wXFXjf7_XrzdP3SyJaK61nxal6w4a9NkFz9w=='];['Van speler', 'feaf75270e9c46178b6b36507d9576da'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'gAAAAABYrzOViQ5bQbZkXvcGYeCP26pkycVHvEX9hKy1nUCyuefXEY9HKEgCE7wXFXjf7_XrzdP3SyJaK61nxal6w4a9NkFz9w=='];['Naar zone', 'R2 NEC'];['Naar speler', 'b6a6aeaf67e640fe9eb72d888ba046f9'];['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Aanvallen NEC', 'Lange pass'];['Rendement', 'Balverlies'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;46.528.324.464.980.000;4.816.350.734.293;gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ==;['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Naar zone', 'L3 NEC'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;4.654.987.181.381;47.453.908.195.540.000;L2 NEC;['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'b6a6aeaf67e640fe9eb72d888ba046f9'];['Naar speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Naar zone', 'L3 NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;4.704.510.489.991;4.874.187.766.359;gAAAAABYrzOUOTRugGK4u8cjcl60I8vjDVJstq7eg1TC3R8eeT4TKcubEQWcFxEppjQ7AvbZhcdnr1yLTAHw184kNAHQ1Vr2rw==;['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Naar speler', '9c22deb258fa4a55bb736b89a40004d5'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;47.153.908.195.540.000;4.833.873.289.121;L3 NEC;['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Naar speler', 'gAAAAABYrzOUOTRugGK4u8cjcl60I8vjDVJstq7eg1TC3R8eeT4TKcubEQWcFxEppjQ7AvbZhcdnr1yLTAHw184kNAHQ1Vr2rw=='];['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Naar speler', '9c22deb258fa4a55bb736b89a40004d5'];['Van speler', 'gAAAAABYrzOUOTRugGK4u8cjcl60I8vjDVJstq7eg1TC3R8eeT4TKcubEQWcFxEppjQ7AvbZhcdnr1yLTAHw184kNAHQ1Vr2rw=='];['Naar zone', 'M2 NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;4.734.591.592.396;4.826.150.385.817;gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ==;['Van speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Naar speler', 'gAAAAABYrzOUOTRugGK4u8cjcl60I8vjDVJstq7eg1TC3R8eeT4TKcubEQWcFxEppjQ7AvbZhcdnr1yLTAHw184kNAHQ1Vr2rw=='];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;4.744.187.766.359;491.251.168.216;9c22deb258fa4a55bb736b89a40004d5;['Van speler', 'gAAAAABYrzOUOTRugGK4u8cjcl60I8vjDVJstq7eg1TC3R8eeT4TKcubEQWcFxEppjQ7AvbZhcdnr1yLTAHw184kNAHQ1Vr2rw=='];['Naar zone', 'M2 NEC'];['Naar speler', 'feaf75270e9c46178b6b36507d9576da'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;478.251.168.216;49.278.713.361.800.000;feaf75270e9c46178b6b36507d9576da;['Van speler', '9c22deb258fa4a55bb736b89a40004d5'];['Naar speler', 'gAAAAABYrzOViQ5bQbZkXvcGYeCP26pkycVHvEX9hKy1nUCyuefXEY9HKEgCE7wXFXjf7_XrzdP3SyJaK61nxal6w4a9NkFz9w=='];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;47.978.713.361.800.000;4.947.790.285.643;gAAAAABYrzOViQ5bQbZkXvcGYeCP26pkycVHvEX9hKy1nUCyuefXEY9HKEgCE7wXFXjf7_XrzdP3SyJaK61nxal6w4a9NkFz9w==;['Van speler', 'feaf75270e9c46178b6b36507d9576da'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;4.803.873.289.121;4.924.829.886.598;M2 NEC;['Naar speler', 'feaf75270e9c46178b6b36507d9576da'];['Van speler', '9c22deb258fa4a55bb736b89a40004d5'];['Naar speler', 'gAAAAABYrzOViQ5bQbZkXvcGYeCP26pkycVHvEX9hKy1nUCyuefXEY9HKEgCE7wXFXjf7_XrzdP3SyJaK61nxal6w4a9NkFz9w=='];['Van speler', 'feaf75270e9c46178b6b36507d9576da'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'gAAAAABYrzOViQ5bQbZkXvcGYeCP26pkycVHvEX9hKy1nUCyuefXEY9HKEgCE7wXFXjf7_XrzdP3SyJaK61nxal6w4a9NkFz9w=='];['Naar zone', 'R2 NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;48.261.503.898.169.900;49.961.124.512.879.900;gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ==;['Van speler', 'gAAAAABYrzOViQ5bQbZkXvcGYeCP26pkycVHvEX9hKy1nUCyuefXEY9HKEgCE7wXFXjf7_XrzdP3SyJaK61nxal6w4a9NkFz9w=='];['Naar zone', 'R2 NEC'];['Naar speler', 'b6a6aeaf67e640fe9eb72d888ba046f9'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;48.661.124.512.879.900;5.034.591.817.893;b6a6aeaf67e640fe9eb72d888ba046f9;['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Aanvallen NEC', 'Lange pass'];['Rendement', 'Balverlies'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;4.894.829.886.598;4.974.591.817.893;R2 NEC;['Naar speler', 'b6a6aeaf67e640fe9eb72d888ba046f9'];['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Aanvallen NEC', 'Lange pass'];['Rendement', 'Balverlies'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;4.934.591.817.893;50.096.300.892.089.900;TEG;['Startzone TEG', 'R2 NEC'];['Naar zone', 'M1 TEG'];['Rendement', 'Balwinst'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;49.461.097.642;5.114.110.210.823;f41f32eee9ae420eabc459c560e75678;['Van speler'];['Naar zone', 'R3 NEC'];['Naar zone', 'M3 NEC'];['Naar speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;4.954.591.817.893;50.096.300.892.089.900;OMSCH verdedigen;['Startzone TEG', 'R2 NEC'];['Naar zone', 'M1 TEG'];['Rendement', 'Balwinst'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;4.954.591.817.893;4.994.591.817.893;Balverlies;['Startzone TEG', 'R2 NEC'];['Naar zone', 'M1 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;4.955.872.390.772;50.096.300.892.089.900;M1 TEG;['Rendement', 'Balwinst'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;49.687.470.184.110.000;5.168.747.018.411;Doelpoging NEC;['Rendement', 'Doelpoging'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;4.972.110.957.551;5.138.506.409.687.000;NEC;['Startzone NEC', 'M1 TEG'];['Naar speler', 'f41f32eee9ae420eabc459c560e75678'];['Van speler'];['Naar zone', 'R3 NEC'];['Naar zone', 'M3 NEC'];['Naar speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Van speler', 'f41f32eee9ae420eabc459c560e75678'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Rendement', 'Doelpoging'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;4.984.110.210.823;5.150.588.065.423.000;gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA==;['Van speler', 'f41f32eee9ae420eabc459c560e75678'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;49.896.300.892.089.900;5.138.506.409.687.000;OMSCH aanvallen;['Startzone NEC', 'M1 TEG'];['Naar speler', 'f41f32eee9ae420eabc459c560e75678'];['Van speler'];['Naar zone', 'R3 NEC'];['Naar zone', 'M3 NEC'];['Naar speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Van speler', 'f41f32eee9ae420eabc459c560e75678'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Rendement', 'Doelpoging'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;49.896.300.892.089.900;50.296.300.892.089.900;Balwinst;['Startzone NEC', 'M1 TEG'];['Naar speler', 'f41f32eee9ae420eabc459c560e75678'];['Van speler'];['Naar zone', 'R3 NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;4.990.670.125.814;5.030.989.387.313;R3 NEC;['Naar zone', 'M3 NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;49.996.300.892.089.900;50.096.300.892.089.900;Start;['Startzone NEC', 'M1 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;5.000.989.387.313;5.138.506.409.687.000;M3 NEC;['Naar speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Van speler', 'f41f32eee9ae420eabc459c560e75678'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Rendement', 'Doelpoging'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;50.205.880.654.230.000;5.198.506.409.687.000;gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ==;['Van speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Rendement', 'Doelpoging'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;5.344.501.248.951;5.499.389.907.441.990;TEG;['Naar zone', 'M1 TEG'];['Storen NEC', 'Vast zetten'];['Start', 'KP trap'];['Naar zone', 'L3 TEG'];['Rendement', 'Foul NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;5.364.100.725.377;5.463.538.384.651;M1 TEG;['Storen NEC', 'Vast zetten'];['Start', 'KP trap'];['Naar zone', 'L3 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;5.364.501.248.951;5.499.389.907.441.990;Verdedigen;['Naar zone', 'M1 TEG'];['Storen NEC', 'Vast zetten'];['Start', 'KP trap'];['Naar zone', 'L3 TEG'];['Rendement', 'Foul NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;536.938.065.673;5.487.469.825.091.990;VERD. Vast zetten NEC;['Storen NEC', 'Vast zetten'];['Start', 'KP trap'];['Naar zone', 'L3 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;5.427.469.825.091.990;5.527.469.825.091.990;Foul NEC;['Rendement', 'Foul NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;5.433.538.384.651;5.499.389.907.441.990;L3 TEG;['Rendement', 'Foul NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;5.625.780.532.581;5.825.780.532.581;Voorzet TEG;['Rendement', 'Voorzet'];['Naar zone', 'M4 TEG'];['Naar zone', 'R4 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;5.649.223.503.253;5.891.467.264.936;TEG;['Naar zone', 'L3 TEG'];['Rendement', 'Voorzet'];['Naar zone', 'M4 TEG'];['Naar zone', 'R4 TEG'];['Rendement', 'BOP'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;5.669.223.503.253;5.892.744.942.244;Verdedigen;['Naar zone', 'L3 TEG'];['Rendement', 'Voorzet'];['Naar zone', 'M4 TEG'];['Naar zone', 'R4 TEG'];['Rendement', 'BOP'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;5.677.861.542.983.000;5.733.940.267.463;L3 TEG;['Rendement', 'Voorzet'];['Naar zone', 'M4 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;568.45;574.34; VOORZETTEN keeper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;5.703.940.267.463;5.781.388.743.055;M4 TEG;['Naar zone', 'R4 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;5.751.388.743.055;5.892.744.942.244;R4 TEG;['Rendement', 'BOP'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;5.891.467.272.936;6.353.986.796.519.990;TEG;['Naar zone', 'R4 TEG'];['Start', 'Inbal'];['Naar zone', 'R3 TEG'];['Naar zone', 'M3 TEG'];['Naar zone', 'L3 TEG'];['Naar zone', 'M2 TEG'];['Naar zone', 'L3 TEG'];['Naar zone', 'M1 TEG'];['Naar zone', 'M1 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;590.130.984.387;602.130.984.387;Inworp TEG;['Start', 'Inbal'];['Naar zone', 'R3 TEG'];['Naar zone', 'M3 TEG'];['Naar zone', 'L3 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;5.906.029.010.384;5.956.988.340.207;R4 TEG;['Start', 'Inbal'];['Naar zone', 'R3 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;5.910.189.595.629;6.363.986.796.519.990;Verdedigen;['Naar zone', 'R4 TEG'];['Start', 'Inbal'];['Naar zone', 'R3 TEG'];['Naar zone', 'M3 TEG'];['Naar zone', 'L3 TEG'];['Naar zone', 'M2 TEG'];['Naar zone', 'L3 TEG'];['Naar zone', 'M1 TEG'];['Naar zone', 'M1 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;5.926.988.340.207;5.985.467.426.308;R3 TEG;['Naar zone', 'M3 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;5.955.467.426.308;6.020.186.808.925;M3 TEG;['Naar zone', 'L3 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;5.990.186.808.925;6.172.185.668.535;L3 TEG;['Naar zone', 'M2 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;6.142.185.668.535;6.210.749.102.599;M2 TEG;['Naar zone', 'L3 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;6.180.749.102.599;6.242.988.498.155;L3 TEG;['Naar zone', 'M1 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;6.212.988.498.155;6.365.306.551.499;M1 TEG;['Naar zone', 'M1 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;635.398.680.452;646.490.782.167;TEG;['Naar zone', 'M1 TEG'];['Aanvallen TEG', 'Lange pass'];['Naar zone', 'R3 TEG'];['Rendement', 'Balwinst'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;636.398.680.452;646.490.782.167;Verdedigen;['Naar zone', 'M1 TEG'];['Aanvallen TEG', 'Lange pass'];['Naar zone', 'R3 TEG'];['Rendement', 'Balwinst'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;6.364.589.815.538;646.490.782.167;OPB. Lange pass TEG;['Aanvallen TEG', 'Lange pass'];['Naar zone', 'R3 TEG'];['Rendement', 'Balwinst'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;6.365.306.559.498.990;642.490.953.183;M1 TEG;['Aanvallen TEG', 'Lange pass'];['Naar zone', 'R3 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
